ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Evasion_Binaria
5515-AKOAJ,Sí,Femenino,0,No,No,54,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,100.1,5440.9,3.34,1.0
5515-IDEJJ,Sí,Masculino,0,Sí,Sí,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.9,19.9,0.66,1.0
5515-RUGKN,No,Masculino,0,No,No,8,Sí,No,DSL,No,No,No,No,No,Sí,Month-to-month,Sí,Credit card (automatic),54.75,438.05,1.82,0.0
5519-NPHVG,Sí,Femenino,0,No,No,12,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.2,1046.1,3.14,1.0
5519-TEEUH,No,Masculino,0,No,Sí,33,Sí,No,Sin internet,,,,,,,One year,Sí,Mailed check,20.15,682.15,0.67,0.0
5519-YLDGW,Sí,Femenino,0,Sí,No,21,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,103.9,2254.2,3.46,1.0
5520-FVEWJ,Sí,Femenino,0,Sí,Sí,12,Sí,Sí,Fiber optic,No,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,84.5,916.9,2.82,1.0
5522-JBWMO,No,Masculino,0,No,Sí,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,1.47,0.0
5522-NYKPB,No,Masculino,0,Sí,Sí,25,Sí,No,Fiber optic,No,No,No,Sí,Sí,No,Month-to-month,No,Electronic check,85.9,2199.05,2.86,0.0
5524-KHNJP,No,Masculino,0,Sí,Sí,33,Sí,No,DSL,Sí,No,Sí,No,Sí,Sí,One year,No,Credit card (automatic),74.75,2453.3,2.49,0.0
5527-ACHSO,No,Femenino,0,No,No,11,Sí,No,DSL,No,No,No,Sí,Sí,Sí,Month-to-month,No,Mailed check,70.5,829.3,2.35,0.0
5529-GIBVH,No,Femenino,0,No,No,47,Sí,No,Sin internet,,,,,,,Two year,No,Mailed check,20.15,1046.2,0.67,0.0
5533-NHFRF,No,Masculino,1,No,No,7,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,No,Sí,Month-to-month,Sí,Electronic check,44.4,265.8,1.48,0.0
5533-RJFTJ,No,Masculino,0,No,No,49,No,Sin servicio telefónico,DSL,No,No,Sí,No,No,No,Month-to-month,Sí,Bank transfer (automatic),30.2,1453.1,1.01,0.0
5536-RTPWK,Sí,Masculino,0,Sí,No,49,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),99.05,4853.75,3.3,1.0
5536-SLHPM,Sí,Femenino,0,Sí,No,55,Sí,Sí,Fiber optic,No,No,Sí,No,No,No,Month-to-month,Sí,Electronic check,77.75,4458.15,2.59,1.0
5537-UXXVS,No,Femenino,0,Sí,No,20,Sí,No,Sin internet,,,,,,,Month-to-month,No,Bank transfer (automatic),19.25,375.25,0.64,0.0
5539-HIVAK,No,Femenino,1,Sí,No,28,Sí,Sí,Sin internet,,,,,,,Month-to-month,No,Mailed check,25.7,734.6,0.86,0.0
5539-TMZLF,Sí,Masculino,1,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,69.75,69.75,2.33,1.0
5542-DHSXL,No,Femenino,0,Sí,No,4,Sí,No,DSL,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,1.82,0.0
5542-NKVRU,No,Femenino,0,No,No,42,Sí,No,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),20.75,844.45,0.69,0.0
5542-TBBWB,No,Masculino,0,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,69.9,69.9,2.33,0.0
5543-QDCRY,No,Masculino,0,No,No,4,Sí,No,DSL,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,56.4,234.85,1.88,0.0
5546-BYZSM,No,Femenino,0,No,No,41,Sí,No,Sin internet,,,,,,,Month-to-month,No,Electronic check,20.45,775.6,0.68,0.0
5546-QUERU,No,Masculino,0,No,No,13,Sí,No,Sin internet,,,,,,,One year,Sí,Mailed check,19.95,257.0,0.66,0.0
5549-ZGHFB,No,Masculino,0,Sí,Sí,50,Sí,Sí,Sin internet,,,,,,,Two year,No,Mailed check,24.95,1261.45,0.83,0.0
5550-VFRLC,Sí,Femenino,1,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,69.85,69.85,2.33,1.0
5552-ZNFSJ,Sí,Masculino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,1.51,1.0
5553-AOINX,No,Femenino,1,Sí,Sí,66,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,Sí,Electronic check,104.9,6891.45,3.5,0.0
5555-RNPGT,No,Masculino,0,No,Sí,10,Sí,Sí,Sin internet,,,,,,,Month-to-month,No,Credit card (automatic),24.8,223.9,0.83,0.0
5561-NWEVX,Sí,Femenino,1,Sí,No,2,Sí,Sí,Fiber optic,No,No,Sí,No,No,No,Month-to-month,No,Electronic check,79.2,172.85,2.64,1.0
5562-BETPV,No,Masculino,0,Sí,Sí,1,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.65,19.65,0.65,0.0
5562-YJQGT,No,Femenino,0,No,No,2,Sí,No,Sin internet,,,,,,,Month-to-month,No,Credit card (automatic),20.35,35.1,0.68,0.0
5564-NEMQO,Sí,Femenino,1,No,No,1,Sí,No,Fiber optic,No,No,Sí,No,No,No,Month-to-month,Sí,Bank transfer (automatic),75.3,75.3,2.51,1.0
5565-FILXA,Sí,Femenino,1,No,No,16,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,96.15,1529.2,3.2,1.0
5566-SOEZD,No,Masculino,0,Sí,Sí,27,Sí,No,Fiber optic,Sí,Sí,No,No,No,No,One year,Sí,Credit card (automatic),80.65,2209.75,2.69,0.0
5567-GZKQY,No,Masculino,0,No,No,58,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),20.3,1131.5,0.68,0.0
5567-WSELE,Sí,Masculino,1,Sí,No,3,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.6,279.55,3.15,1.0
5568-DMXZS,No,Femenino,0,No,No,8,Sí,No,DSL,No,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,65.45,554.45,2.18,0.0
5569-IDSEY,No,Masculino,0,Sí,No,71,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,Sí,Bank transfer (automatic),105.7,7472.15,3.52,0.0
5569-KGJHX,Sí,Femenino,0,Sí,Sí,9,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),85.35,754.65,2.84,1.0
5569-OUICF,Sí,Femenino,1,Sí,No,28,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),101.3,2812.2,3.38,1.0
5570-PTWEH,Sí,Femenino,0,Sí,No,3,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),75.15,216.75,2.51,1.0
5570-ZGMEU,,Masculino,0,Sí,Sí,72,Sí,No,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),104.9,7559.55,3.5,
5572-ZDXHY,Sí,Femenino,0,No,No,22,Sí,No,Fiber optic,No,Sí,No,No,No,Sí,Month-to-month,Sí,Mailed check,84.3,1855.65,2.81,1.0
5574-NXZIU,No,Masculino,0,No,No,63,Sí,No,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),109.2,7049.75,3.64,0.0
5575-GNVDE,No,Masculino,0,No,No,34,Sí,No,DSL,Sí,No,Sí,No,No,No,One year,No,Mailed check,56.95,1889.5,1.9,0.0
5575-TPIZQ,No,Masculino,0,No,No,46,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),89.15,4245.55,2.97,0.0
5577-OTWWW,Sí,Femenino,0,No,No,15,Sí,No,Sin internet,,,,,,,Month-to-month,No,Bank transfer (automatic),19.75,297.3,0.66,1.0
5578-NKCXI,No,Femenino,0,Sí,Sí,58,Sí,No,Fiber optic,Sí,Sí,No,No,Sí,Sí,One year,No,Credit card (automatic),99.25,5846.65,3.31,0.0
5583-EJXRD,No,Masculino,0,Sí,Sí,44,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Credit card (automatic),54.05,2375.2,1.8,0.0
5583-SXDAG,Sí,Masculino,0,Sí,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,2.33,1.0
5585-WEFDD,,Femenino,0,Sí,Sí,4,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.35,76.35,0.68,
5590-BYNII,Sí,Masculino,0,No,No,22,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.75,2095.0,3.36,1.0
5590-YRFJT,Sí,Femenino,0,Sí,No,20,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,24.45,482.8,0.82,1.0
5590-ZSKRV,No,Femenino,0,Sí,Sí,8,Sí,No,DSL,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,1.82,0.0
5593-SUAOO,No,Femenino,0,Sí,Sí,24,Sí,Sí,Fiber optic,No,Sí,Sí,No,No,No,One year,No,Bank transfer (automatic),83.15,2033.05,2.77,0.0
5597-GLBUC,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,85.45,85.45,2.85,1.0
5598-IKHQQ,No,Femenino,0,No,No,72,Sí,Sí,Sin internet,,,,,,,Two year,No,Credit card (automatic),25.45,1866.45,0.85,0.0
5599-HVLTW,No,Femenino,1,No,No,14,Sí,Sí,Fiber optic,No,No,Sí,No,No,No,Month-to-month,Sí,Bank transfer (automatic),80.35,1058.1,2.68,0.0
5600-KTXFM,No,Masculino,0,Sí,Sí,2,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,143.9,2.33,0.0
5600-PDUJF,No,Masculino,0,No,No,6,Sí,No,DSL,No,No,No,Sí,No,No,Month-to-month,Sí,Credit card (automatic),49.5,312.7,1.65,0.0
5602-BVFMK,No,Femenino,0,No,No,12,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.3,228.75,0.64,0.0
5605-IYGFG,No,Femenino,0,No,No,7,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),69.85,515.45,2.33,0.0
5605-XNWEN,No,Masculino,1,Sí,No,72,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),25.0,1802.55,0.83,0.0
5606-AMZBO,No,Femenino,0,Sí,No,10,Sí,Sí,Fiber optic,Sí,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),78.15,765.15,2.6,0.0
5609-CEBID,Sí,Femenino,1,No,No,20,Sí,Sí,Fiber optic,No,Sí,Sí,No,No,Sí,Month-to-month,Sí,Electronic check,94.1,1782.4,3.14,1.0
5609-IMCGG,No,Femenino,0,No,No,15,Sí,Sí,Fiber optic,Sí,No,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),84.35,1302.65,2.81,0.0
5614-DNZCE,No,Femenino,0,No,No,58,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No,Two year,Sí,Credit card (automatic),64.9,3795.45,2.16,0.0
5616-PRTNT,Sí,Masculino,0,No,Sí,20,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Electronic check,19.4,374.5,0.65,1.0
5619-PTMIK,No,Femenino,0,Sí,No,46,Sí,Sí,DSL,Sí,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,1.77,0.0
5619-XZZKR,No,Masculino,0,No,No,4,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.95,68.2,0.66,0.0
5622-UEJFI,No,Femenino,0,Sí,Sí,35,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Credit card (automatic),25.4,949.8,0.85,0.0
5624-BQSSA,Sí,Femenino,0,No,No,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.95,20.95,0.7,1.0
5624-RYAMH,No,Femenino,0,No,No,9,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Electronic check,19.5,178.85,0.65,0.0
5626-MGTUK,No,Femenino,0,No,No,20,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),89.1,1879.25,2.97,0.0
5627-TVBPP,No,Femenino,0,No,Sí,35,Sí,No,Sin internet,,,,,,,One year,Sí,Credit card (automatic),20.1,644.5,0.67,0.0
5628-FCGYG,No,Masculino,0,No,No,21,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,84.1,1737.45,2.8,0.0
5628-RKIFK,No,Femenino,1,No,No,49,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,Sí,Month-to-month,No,Credit card (automatic),101.55,5070.4,3.38,0.0
5630-AHZIL,No,Femenino,0,No,Sí,3,Sí,No,DSL,Sí,No,No,Sí,No,Sí,Month-to-month,Sí,Bank transfer (automatic),64.5,177.4,2.15,0.0
5630-IXDXV,No,Femenino,0,No,No,47,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,106.35,4849.1,3.54,0.0
5639-NTUPK,No,Masculino,0,No,Sí,13,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),52.1,670.65,1.74,0.0
5640-CAXOA,No,Femenino,0,No,No,30,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,Sí,One year,Sí,Credit card (automatic),40.35,1187.05,1.34,0.0
5641-DMBFJ,No,Femenino,0,Sí,No,58,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,84.3,4916.4,2.81,0.0
5642-MHDQT,No,Femenino,0,Sí,Sí,53,Sí,No,Sin internet,,,,,,,One year,Sí,Bank transfer (automatic),19.85,1039.45,0.66,0.0
5644-PDMZC,Sí,Femenino,1,No,No,2,Sí,Sí,Fiber optic,No,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,89.5,161.5,2.98,1.0
5647-FXOTP,No,Femenino,1,Sí,No,60,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,105.9,6401.25,3.53,0.0
5647-URDKA,No,Masculino,0,Sí,Sí,8,Sí,No,Sin internet,,,,,,,Two year,No,Mailed check,19.7,130.25,0.66,0.0
5649-ANRML,Sí,Masculino,1,No,No,2,Sí,No,Fiber optic,No,Sí,Sí,Sí,No,Sí,Month-to-month,Sí,Credit card (automatic),95.1,180.25,3.17,1.0
5649-RXQTV,No,Masculino,0,No,No,51,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.0,5038.15,3.3,0.0
5649-TJHOV,Sí,Masculino,1,Sí,No,27,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1.22,1.0
5649-VUKMC,Sí,Femenino,0,No,No,12,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,One year,No,Mailed check,95.5,1115.15,3.18,1.0
5650-VDUDS,Sí,Femenino,0,No,No,4,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,24.25,96.05,0.81,1.0
5650-YLIBA,No,Masculino,0,No,No,31,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,81.15,2640.55,2.7,0.0
5651-CPDND,No,Masculino,0,No,No,10,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,1.53,0.0
5651-CRHKQ,No,Femenino,0,Sí,No,41,Sí,No,Fiber optic,No,Sí,Sí,Sí,No,No,One year,Sí,Bank transfer (automatic),86.2,3339.05,2.87,0.0
5651-WYIPH,No,Femenino,1,No,No,18,Sí,No,DSL,No,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),49.85,865.75,1.66,0.0
5651-YLPRD,No,Femenino,0,Sí,Sí,32,Sí,No,Fiber optic,No,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,86.1,2723.75,2.87,0.0
5652-MSDEY,No,Femenino,0,No,No,10,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,75.75,777.3,2.52,0.0
5653-ITXJK,,Femenino,0,Sí,No,31,Sí,No,DSL,No,No,No,Sí,No,No,Month-to-month,Sí,Mailed check,49.2,1498.55,1.64,
5655-JSMZM,Sí,Masculino,1,No,No,49,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,96.2,4718.25,3.21,1.0
5656-JAMLX,No,Masculino,0,No,No,62,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),19.85,1253.65,0.66,0.0
5656-MJEFC,No,Masculino,0,Sí,Sí,42,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,No,Two year,No,Credit card (automatic),48.15,2032.3,1.6,0.0
5663-QBGIS,No,Masculino,1,Sí,No,72,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Two year,No,Bank transfer (automatic),98.35,6929.4,3.28,0.0
5666-CYCYZ,No,Femenino,0,No,No,24,Sí,Sí,Fiber optic,No,No,No,Sí,No,Sí,Month-to-month,Sí,Electronic check,89.55,2259.35,2.98,0.0
5666-MBJPT,No,Masculino,0,No,No,65,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),25.1,1725.0,0.84,0.0
5668-MEISB,No,Femenino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,No,Two year,No,Credit card (automatic),106.1,7657.4,3.54,0.0
5669-SRAIP,Sí,Femenino,0,No,No,5,No,Sin servicio telefónico,DSL,No,No,Sí,No,No,Sí,Month-to-month,No,Electronic check,39.5,210.75,1.32,1.0
5671-RQRLP,No,Femenino,1,Sí,No,70,Sí,Sí,Fiber optic,No,No,No,No,No,No,Two year,Sí,Credit card (automatic),75.65,5411.4,2.52,0.0
5671-UUNXD,No,Femenino,1,Sí,No,50,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,One year,Sí,Electronic check,100.65,5189.75,3.36,0.0
5673-FSSMF,Sí,Femenino,0,No,No,1,Sí,Sí,DSL,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,60.15,60.15,2.0,1.0
5673-TIYIB,Sí,Masculino,0,No,No,2,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,No,Month-to-month,Sí,Credit card (automatic),40.4,77.15,1.35,1.0
5676-CFLYY,No,Masculino,0,Sí,Sí,71,Sí,No,DSL,No,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),73.35,5154.5,2.44,0.0
5678-VFNEQ,No,Femenino,0,Sí,No,71,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,One year,Sí,Credit card (automatic),104.1,7412.25,3.47,0.0
5680-LQOGP,No,Femenino,0,No,No,68,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),82.45,5646.6,2.75,0.0
5681-LLOEI,No,Masculino,0,Sí,Sí,43,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,No,No,One year,Sí,Credit card (automatic),91.25,4013.8,3.04,0.0
5684-FJVYR,No,Femenino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,No,No,Two year,Sí,Bank transfer (automatic),90.35,6563.4,3.01,0.0
5685-IIXLY,Sí,Femenino,0,Sí,Sí,5,Sí,No,Fiber optic,No,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,83.6,404.2,2.79,1.0
5686-CMAWK,No,Masculino,0,No,No,17,Sí,Sí,Fiber optic,No,No,Sí,Sí,No,No,One year,No,Electronic check,86.75,1410.25,2.89,0.0
5687-DKDTV,Sí,Femenino,0,No,No,4,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.35,77.5,0.68,1.0
5688-KZTSN,Sí,Masculino,0,Sí,Sí,15,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Electronic check,20.0,288.05,0.67,1.0
5692-FPTAH,Sí,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,45.4,45.4,1.51,1.0
5692-ICXLW,No,Masculino,1,No,No,31,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,90.7,2845.15,3.02,0.0
5693-PIPCS,No,Masculino,0,No,No,41,Sí,No,Fiber optic,No,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),99.65,4220.35,3.32,0.0
5696-CEIQJ,No,Masculino,0,Sí,Sí,67,Sí,No,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),103.15,6895.5,3.44,0.0
5696-EXCYS,No,Masculino,0,No,No,17,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.45,369.05,0.65,0.0
5696-JVVQY,No,Femenino,0,Sí,Sí,48,Sí,No,DSL,Sí,Sí,Sí,No,No,Sí,Two year,Sí,Credit card (automatic),70.1,3238.4,2.34,0.0
5696-QURRL,Sí,Masculino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,45.05,45.05,1.5,1.0
5697-GOMBF,No,Femenino,1,Sí,Sí,28,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,35.9,973.65,1.2,0.0
5698-BQJOH,Sí,Femenino,0,No,No,9,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,No,Electronic check,94.4,857.25,3.15,1.0
5699-BNCAS,No,Masculino,1,No,No,71,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Mailed check,24.65,1766.75,0.82,0.0
5701-GUXDC,No,Femenino,0,Sí,No,26,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,No,One year,No,Credit card (automatic),35.4,978.6,1.18,0.0
5701-SVCWR,No,Femenino,0,No,Sí,1,Sí,Sí,Sin internet,,,,,,,Month-to-month,No,Mailed check,24.0,24.0,0.8,0.0
5701-YVSVF,No,Femenino,1,Sí,No,11,Sí,No,Fiber optic,No,No,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,82.9,880.05,2.76,0.0
5701-ZIKJE,No,Masculino,0,No,No,13,Sí,No,DSL,No,No,No,Sí,No,No,Month-to-month,Sí,Mailed check,50.55,610.75,1.68,0.0
5702-KVQRD,No,Masculino,0,Sí,No,71,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,82.55,5832.65,2.75,0.0
5702-SKUOB,No,Femenino,0,Sí,No,4,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.6,93.45,0.65,0.0
5707-ORNDZ,Sí,Masculino,1,No,No,9,Sí,Sí,DSL,Sí,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,1.82,1.0
5707-ZMDJP,No,Masculino,0,Sí,Sí,53,Sí,No,DSL,Sí,Sí,No,Sí,Sí,No,Two year,Sí,Mailed check,69.7,3729.6,2.32,0.0
5708-EVONK,Sí,Femenino,0,Sí,Sí,58,Sí,Sí,Fiber optic,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),93.4,5435.6,3.11,1.0
5709-LVOEQ,No,Femenino,0,Sí,Sí,0,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Two year,No,Mailed check,80.85,0.0,2.7,0.0
5712-AHQNN,No,Femenino,0,No,No,43,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,91.65,3954.1,3.06,0.0
5712-PTIWW,Sí,Masculino,0,No,No,2,Sí,No,Fiber optic,No,No,Sí,Sí,No,No,Month-to-month,Sí,Electronic check,79.85,152.45,2.66,1.0
5712-VBOXD,No,Femenino,0,No,No,4,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Credit card (automatic),20.15,68.45,0.67,0.0
5716-EZXZN,No,Femenino,0,Sí,Sí,65,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,Sí,No,Two year,Sí,Credit card (automatic),99.05,6416.7,3.3,0.0
5716-LIBJC,No,Femenino,0,No,Sí,13,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,Sí,Credit card (automatic),104.15,1299.1,3.47,0.0
5724-BIDBU,No,Masculino,0,Sí,No,49,Sí,Sí,DSL,Sí,No,No,No,No,No,One year,Sí,Electronic check,55.35,2633.95,1.84,0.0
5726-CVNYA,No,Femenino,0,Sí,Sí,8,Sí,No,Sin internet,,,,,,,Two year,Sí,Mailed check,19.85,146.6,0.66,0.0
5727-MYATE,No,Masculino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),90.8,6397.6,3.03,0.0
5729-KLZAR,Sí,Femenino,0,Sí,Sí,4,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,No,Electronic check,80.85,302.75,2.7,1.0
5730-DBDSI,No,Masculino,0,No,No,66,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),19.7,1253.8,0.66,0.0
5730-RIITO,No,Femenino,1,No,No,43,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),33.45,1500.25,1.12,0.0
5732-IKGQH,No,Masculino,1,Sí,No,52,Sí,No,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),104.45,5481.25,3.48,0.0
5734-EJKXG,No,Femenino,0,No,No,61,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,118.6,7365.7,3.95,0.0
5736-YEJAX,No,Masculino,0,No,Sí,69,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No,Two year,Sí,Credit card (automatic),79.45,5502.55,2.65,0.0
5740-YHGTW,No,Masculino,0,Sí,Sí,70,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),97.55,6669.05,3.25,0.0
5743-KHMNA,No,Masculino,0,No,No,71,Sí,Sí,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),25.55,1898.1,0.85,0.0
5747-PMBSQ,Sí,Masculino,1,Sí,No,10,Sí,No,Fiber optic,No,Sí,Sí,Sí,Sí,No,Month-to-month,Sí,Mailed check,92.5,934.1,3.08,1.0
5748-RNCJT,Sí,Masculino,0,No,No,69,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),106.5,7348.8,3.55,1.0
